-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,236,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,236,237,272,272,237,272,237,237,272,237,237,272,237,238,-1,-1,-1,-1,-1,236,238,392,393,394,395,393,394,395,236,237,237,237,237,237,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,236,237,237,237,237,237,237,237,237,237,237,237,237,237,237
-1,268,269,274,269,269,269,269,269,269,269,269,269,269,270,-1,-1,-1,-1,-1,300,302,-1,-1,-1,-1,-1,-1,-1,268,269,274,269,269,269,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,268,269,269,269,269,269,269,269,269,269,269,269,269,269,269
-1,268,269,269,269,269,269,269,274,269,269,269,269,269,296,237,237,238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,268,269,269,269,269,269,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,268,269,269,269,269,269,269,269,269,269,269,269,269,269,269
-1,268,269,269,269,269,269,269,269,269,269,269,269,269,274,269,269,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,268,269,269,269,274,269,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,268,269,269,269,269,269,269,269,269,269,269,269,269,269,269
